message_id,user_id,cluster_id,subcluster_id,subcluster_name,sentiment_label,age_num,city_canon,ts,text_redacted,redaction_applied
0116662e63d56f71,93ec90685c9f,4,40,Health access and registration,Neutral,63.0,Bogotá,2026-05-14 23:33:29.718,Y cuáles son los requisitos,False
011c562f54e5a97d,c802a23c8e42,0,0,Starting a business,Neutral,26.0,Santa Marta,2026-06-13 00:27:18.935,Sii,False
0149c235a5fd8a91,460d24f18102,4,41,Food and shelter from organisations,Neutral,26.0,Medellín,2026-06-25 12:04:50.267,Cual ayuda mas recurrente da el pao en Medellín terminal del norte,False
014dbe84986e131a,56a94c18bdd6,0,0,Starting a business,Neutral,35.0,Ipiales,2026-06-04 22:08:38.297,Pasto,False
015efb73f6045199,782bc1dc9626,3,31,Expiring permits and renewals,Neutral,33.0,Medellín,2026-03-25 15:18:36.667,Existe alguna sede de odontologia gratuita a la que pueda asistir como migrante venezolano,False
0165c49bb091d236,5044f351c01f,4,41,Food and shelter from organisations,Neutral,41.0,Other,2026-05-06 18:52:18.317,Quisiera saber cuales son los documentos para solicitar la autorización de relaciones exteriores para el salvo conducto,False
0177fe173d9a563f,f17def181492,3,31,Expiring permits and renewals,Neutral,23.0,Bogotá,2026-05-25 19:49:09.371,Como puedo solicitar el salvo conducto,False
0178ffd0b25694fb,6a96577d2770,4,40,Health access and registration,Negative,37.0,Medellín,2026-05-28 22:33:41.876,Quisiera saber por no puedo acceder a salud porque estoy en régimen contributivo por que la empresa no me quiere retirar,False
01802ff61e71aa9d,8b58df4b6959,4,40,Health access and registration,Neutral,54.0,Medellín,2026-07-16 08:25:12.896,Hoy jueves 16 cuál es el horario de oficina?,False
0185595f3fb2c401,4f524af45e30,4,40,Health access and registration,Neutral,28.0,Medellín,2026-06-22 18:55:41.022,Estoy en el terminal de medelli. Donde me puedo dirigir ya que tengo un niño de dos años,False
01a45e7466371e79,80c8c630d305,2,21,Regularising status abroad,Neutral,22.0,Cúcuta,2026-07-07 13:39:56.882,Estoy estudiando aquí en cucuta y quiero recibir la nacionalidad,False
01a78668b30c93e5,d2b935343ccf,1,11,Brigades and paperwork steps,Neutral,33.0,Other,2026-05-10 18:22:22.621,Quiero sacar el ppt,False
01e97352a9b6ef5d,e0759bd92787,4,40,Health access and registration,Neutral,42.0,Medellín,2026-07-01 14:26:08.794,Donde puedo acudir aquí en el corregimiento San Cristóbal para que me asesoren,False
01ebe869a165c57f,ff4170cf835e,4,41,Food and shelter from organisations,Neutral,43.0,Medellín,2026-06-10 19:49:03.257,Necesito información sobre apoyo psicológico y ayuda económica,False
020b336bd77b457d,57d1fbeee6f3,3,31,Expiring permits and renewals,Neutral,53.0,Medellín,2026-07-09 16:34:12.395,Yo tengo savia salud,False
0215898f38811997,48b29e9b74b3,0,0,Starting a business,Neutral,28.0,Soacha,2026-07-27 15:58:39.218,El consejo danés me puede ayudar a impulsar mi emprendimiento?,False
021b9a2069a4368e,e900ff1f2554,5,50,Services and integration,Neutral,21.0,Ipiales,2026-05-07 21:05:00.206,Apoyo en transporte,False
021e70732e587d1f,dad67fee72e3,4,40,Health access and registration,Negative,31.0,Riohacha,2026-06-13 17:42:03.080,Riohacha,False
022d96fb0f6b8d0a,2f99c95f0057,4,40,Health access and registration,Neutral,34.0,Bogotá,2026-06-03 19:31:38.154,Necesito transporte humanitario,False
026172bfcdd97f4b,f480b4f24ed8,4,40,Health access and registration,Negative,11.0,Santa Marta,2026-06-12 18:55:54.679,Mi hijo no tiene EPS y está delicado de salud y necesito q m oriente,False
0264b5ac6e296d24,46030f16eeeb,2,20,Family nationality options,Neutral,38.0,Medellín,2026-03-25 17:14:14.765,Donde puedo conseguir empleo si solo tengo el salvoconducto de permanencia por soliciting de refugio,False
026b82a38f4c339f,1c6098ca81dd,2,22,Apostilles and birth records,Positive,51.0,Medellín,2026-05-07 13:49:27.515,Gracias,False
027f3a5cd784e854,6a69fced0269,3,30,Visas and travel abroad,Neutral,28.0,Medellín,2026-04-20 19:02:54.562,Cual es el procedimiento para esta visa?,False
028bd97a2034a7a6,4e549487225a,4,41,Food and shelter from organisations,Neutral,47.0,Barranquilla,2026-05-24 15:55:52.732,Transporte humanitario acá en Barranquilla,False
02990fc60db44abb,824fac26ef86,2,20,Family nationality options,Neutral,29.0,Cúcuta,2026-07-15 16:15:28.109,Tramitar documentos  de regularización,False
029b71cf0221e047,b5eb6b5a548a,1,10,Biometrics and minors' documents,Neutral,44.0,Bogotá,2026-07-27 21:58:58.954,Cómo hago para tramitar el PPT por primera vez,False
02a9c148e1a3ea0e,eabcd4d08636,2,20,Family nationality options,Neutral,25.0,Cúcuta,2026-07-15 03:07:22.993,Y soy madre un niño colombiano,False
02b9bf9db7f45c6a,c821037c2495,4,41,Food and shelter from organisations,Neutral,37.0,Barranquilla,2026-06-13 19:08:47.781,Me gustaría saber como me pueden ayudar para movilizarme a Medellín o Bogotá esta última con posibilidades más estables,False
02ba3238a547a98c,cd29ce6cd432,1,11,Brigades and paperwork steps,Neutral,38.0,Medellín,2026-05-29 01:17:37.615,Cómo hago para optar a la nacionalidad,False
02c61856d78d18f3,326a35419541,2,20,Family nationality options,Neutral,43.0,Medellín,2026-05-28 21:56:26.725,Es una.de mis preguntas,False
02ceffffc901a2cc,691f9dbcafab,4,41,Food and shelter from organisations,Neutral,42.0,Medellín,2026-06-24 15:23:42.807,[nombre],True
02ed826cb99406af,d160747fc117,2,20,Family nationality options,Neutral,20.0,Medellín,2026-05-28 21:32:28.772,Pero eso ique estaba cerrado,False
0309d90651682fda,3b8d0cd08fe2,2,20,Family nationality options,Neutral,24.0,Bogotá,2026-05-14 16:19:18.962,Como me afilio a una eps sin papeles?,False
03147361c247b504,552aa120255f,1,10,Biometrics and minors' documents,Neutral,33.0,Cúcuta,2026-07-14 21:57:14.965,Cual oficina,False
03486381793fb4b1,ed5f7c488f83,1,10,Biometrics and minors' documents,Neutral,1.0,Barranquilla,2026-06-13 17:55:23.370,Yo la traje de 6 años y va cumplir 16,False
034e9985c6010d2e,b3c878da29b3,2,20,Family nationality options,Neutral,33.0,Barranquilla,2026-06-13 21:53:00.985,Y alguna cita específica como para realizarme exámenes médicos y cita con ginecología?,False
0354106c9e33b086,f64d330feb5a,0,1,Looking for work and training,Neutral,41.0,Medellín,2026-05-28 22:30:29.861,Quiero un empleo,False
03591497d968a49f,f6167c66c4ef,3,30,Visas and travel abroad,Neutral,22.0,Cúcuta,2026-07-14 23:22:42.755,Cómo hago para obtener servicios médicos,False
035a793fdd4513eb,cfa7562d8642,4,40,Health access and registration,Neutral,80.0,Medellín,2026-07-24 16:36:10.692,i want to register again,False
03611a092d7459cf,64e5fa345723,2,20,Family nationality options,Negative,32.0,Other,2026-07-24 21:53:51.017,[nombre] venezolano  tengo el ppt y tengo silbel estoy en pobreza extrema tengo un niño q nació aquí en Colombia será q si puedo ser veneficiar con alguna ayuda de el gobierno  de recta al ciudadano,True
038755a94bcf24ff,0b98d3009cee,4,40,Health access and registration,Negative,22.0,Ipiales,2026-07-24 15:58:09.637,"medical care, I have cancer",False
0392e777ce31bd87,b3c878da29b3,2,20,Family nationality options,Neutral,33.0,Barranquilla,2026-06-13 21:53:00.985,Tiene algún costó monetario,False
039f8f047bb0c935,91ff28da6cfe,3,30,Visas and travel abroad,Neutral,30.0,Soacha,2026-07-27 18:10:32.570,Tengo dos niños menores y quiero sacarles el permiso,False
03d2611258ab3e0d,b779de6d1c61,1,11,Brigades and paperwork steps,Neutral,40.0,Cúcuta,2026-07-16 13:30:34.019,Cómo haria,False
03d4770eae729649,552aa120255f,1,10,Biometrics and minors' documents,Neutral,33.0,Cúcuta,2026-07-14 21:57:14.965,Quiero la regularización aca,False
03dc212938a52653,f9c6990c9ee3,2,20,Family nationality options,Neutral,21.0,Cúcuta,2026-07-14 22:25:46.008,Y como hago para tener ppt,False
03e53314f54d7bdc,4fd0ea8a5508,3,30,Visas and travel abroad,Neutral,45.0,Bogotá,2026-07-27 17:36:04.775,Quiero saber si se le va a sacar documentos a los adultos?,False
03fa0084a52bd908,f8df33a0bed7,4,41,Food and shelter from organisations,Neutral,30.0,Cartagena,2026-05-14 18:03:23.189,Ayuda humanitaria,False
040d190b8e2a2ec9,5c0d66283a45,4,40,Health access and registration,Neutral,30.0,Medellín,2026-07-09 16:06:00.784,Secretaria de la mujer en Medellín,False
04185d439b74dda0,ee812abbae17,4,40,Health access and registration,Neutral,36.0,Bucaramanga,2026-07-15 17:31:38.121,El consultorio jurídico es paga para entra a preguntar,False
04213b8673c15782,acbc06e17a31,4,40,Health access and registration,Neutral,2.0,Medellín,2026-07-04 13:12:59.439,El servio está abierto los sábado en el terminal de [nombre],True
042c615d4b1a0fd4,e9900c755cc8,3,31,Expiring permits and renewals,Neutral,53.0,Medellín,2026-04-20 21:40:05.239,Cómo saco el salvoconducto C-2 que documentos necesito,False
0441eb3cbb89735b,0b98d3009cee,4,40,Health access and registration,Neutral,22.0,Ipiales,2026-07-24 15:58:09.637,start a new conversation,False
044f853f1101fd4d,ac246d82f8be,2,20,Family nationality options,Neutral,37.0,Medellín,2026-07-09 15:16:19.138,Ok gracias sii necesito apoyo sobre el ppr,False
045bc7fdeed219b4,7f7d72c5ec10,3,30,Visas and travel abroad,Negative,23.0,Other,2026-06-03 21:31:11.294,no se como obtener ayuda aqui,False
045e8d83e57567fe,41662a74fa3e,4,41,Food and shelter from organisations,Neutral,36.0,Ipiales,2026-04-09 15:45:03.032,Y Bucaramanga,False
04765711e0c86349,4f524af45e30,4,40,Health access and registration,Neutral,28.0,Medellín,2026-06-22 18:55:41.022,Cuales son los barrio de menor extracto en [nombre],True
048492591b9aa4e3,b129f19d0af2,4,40,Health access and registration,Neutral,42.0,Medellín,2026-07-15 20:14:06.221,En Medellín,False
0488e45c3d546d7e,1869a21f0508,1,10,Biometrics and minors' documents,Neutral,19.0,Medellín,2026-05-29 01:27:25.097,Y el salvo conducto,False
048e08ac94e46ff6,8d209885c75b,4,40,Health access and registration,Neutral,49.0,Medellín,2026-05-28 21:43:10.860,En qué parte de la alcaldía está la secretaria de desarrollo económico,False
0495f7863caac1da,4a9224ec0d8e,2,22,Apostilles and birth records,Neutral,31.0,Medellín,2026-03-25 20:08:51.936,cuáles son los pasos para que un menor puede regularizarse en Colombia?,False
049d78d91a18cbbe,6d2bcdd6f526,4,41,Food and shelter from organisations,Negative,27.0,Ipiales,2026-06-01 15:57:34.125,Pero voy recien operada y voy para cali y despue ayotoco por un problema urgente y llego alas 11 y no me puedo quedar en el terminar si puedo conseguir un albergue serca del terminal,False
04f159c24463aab3,839a27087ef6,4,41,Food and shelter from organisations,Positive,37.0,Medellín,2026-07-08 17:16:55.945,ok Gracias,False
04f5881161a8a3eb,6a96577d2770,4,40,Health access and registration,Neutral,37.0,Medellín,2026-06-10 22:12:31.899,Y para consulta con medicina general también se puede hay,False
05070b5dbb4f5f70,a5f1f43e9efd,0,0,Starting a business,Neutral,34.0,Other,2026-07-15 00:14:23.884,Esto,False
05133987ea1d1204,d1f867f3ce0d,4,41,Food and shelter from organisations,Neutral,41.0,Cúcuta,2026-07-14 23:37:24.750,Si a ver,False
051e9c697790ebdf,0d3864ce7985,1,10,Biometrics and minors' documents,Neutral,37.0,Medellín,2026-05-28 23:32:53.591,Ya puse el denunció en una notaria,False
05487f8f13008d32,96cae25a3eb7,4,40,Health access and registration,Negative,30.0,Medellín,2026-07-09 02:24:26.280,Si acuerdo a integrate y pido ayuda me podrían quitar a mi hijo,False
05493000e3c3c50a,a4fc719bf1be,1,11,Brigades and paperwork steps,Neutral,32.0,Cúcuta,2026-07-08 23:31:05.845,Si porfa,False
055ea4fbf4f1188f,d73e8ff5d70d,1,11,Brigades and paperwork steps,Neutral,32.0,Other,2026-07-22 02:38:08.805,Se puede tener licencia para conducir  sin tener ppt,False
055f765f3f089ecf,f9d6c94199a5,4,41,Food and shelter from organisations,Negative,38.0,Other,2026-06-12 18:40:52.484,y sobre el por selo saque [nombre] hija y nada q lo entrega,True
0566d2b70e591094,a09ce3b9b833,3,30,Visas and travel abroad,Neutral,39.0,Santa Marta,2026-06-12 19:40:30.765,Cómo se si siendo venezolana estoy en data crédito,False
05727ae9f70a8da5,cd6b50518b1b,4,40,Health access and registration,Neutral,29.0,Medellín,2026-07-16 16:20:39.071,Medellín,False
057a0dd4fb641431,9e9bfc052bc8,1,11,Brigades and paperwork steps,Negative,38.0,Cúcuta,2026-07-14 21:34:01.883,No gracias,False
058b5c3612552a4e,276a55f67a77,4,40,Health access and registration,Neutral,46.0,Ipiales,2026-05-04 16:24:54.223,Nesecito las direcciones por favor,False
058d54d08fd3964d,cf1e2d9e5c95,4,40,Health access and registration,Negative,22.0,Cúcuta,2026-03-27 15:22:44.121,Cómo puedo encontrar a un traficante si decido ir igual?,False
059a6249d8050707,ee812abbae17,4,40,Health access and registration,Neutral,36.0,Bucaramanga,2026-07-15 17:31:38.121,Si me ayuda con la dirección,False
05a14ae91f9add01,40ee6d43d65c,3,31,Expiring permits and renewals,Neutral,40.0,Santa Marta,2026-07-07 20:47:30.091,Que documentos necesito para sacar el salvoconducto,False
05b6b0062f4127fe,e86a9cdef117,3,31,Expiring permits and renewals,Negative,34.0,Bogotá,2026-05-26 15:03:55.006,Buenos días es que tengo el salvoconducto de refugiados en Colombia se me venció y ahora no sé cómo agarrar la cita,False
05b80c15b3831aab,0d79522d75ab,4,40,Health access and registration,Negative,47.0,Bogotá,2026-05-14 16:37:00.782,Bueno necesito emplearme urgente tengo una guía menor con discapacidad múltiple tenemos ppt y ella tiene certificado de discapacidad. Tengo 2 meses desempleada y ya no tengo recursos para sostenernos necesito un empleo urgente,False
05c9034b37444397,c336a1971655,2,20,Family nationality options,Neutral,48.0,Medellín,2026-05-29 13:58:39.671,Cuales son los requisitos para obtener la cédula de ciudadanía colombiana si soy migrante venezolana con PPT,False
05d3bdd0c9e7cbe1,8f17e48d5f7e,2,20,Family nationality options,Neutral,30.0,Cúcuta,2026-06-18 12:44:36.069,Donde puedo obtener el permiso,False
05f2b2e9e7864981,c157e0120f71,1,10,Biometrics and minors' documents,Neutral,51.0,Cúcuta,2026-07-14 21:44:10.597,tengo el PPT no tengo pasaporte,False
05f3c78c7c478781,558b7308b51f,3,30,Visas and travel abroad,Neutral,44.0,Medellín,2026-07-11 20:07:03.971,[nombre] me sale el pasaporte,True
05f9c08d4a5f184b,d324748a5ef2,4,40,Health access and registration,Negative,45.0,Medellín,2026-07-09 20:39:18.730,No gracias,False
06047175c390760a,9d5222baadcf,2,20,Family nationality options,Negative,22.0,Medellín,2026-05-29 16:54:47.227,"Ya he ido a migración muchas veces, y me dicen que no está activo en proceso, solo para menores de edad, para la visa tipo V tampoco aplico porque salí del país en febrero, entonces quería saber qué otra alternativa tengo para tener salud y estudiar y trabajar legalmente",False
060f3147eab0d81d,45c773b1a9de,5,50,Services and integration,Positive,63.0,Medellín,2026-07-09 00:13:30.816,Gracias,False
06136525a0857cdf,43f2bfa84b23,4,40,Health access and registration,Neutral,25.0,Cali,2026-04-20 11:57:42.795,Buenas tardes dónde puedo conseguir una organización q me pueda ayudar con una tarjeta de alimento tengo dos niños y no cuento con un trabajo,False
0616a7a4afe86395,a5a1de8d5d8f,2,20,Family nationality options,Neutral,33.0,Ipiales,2026-03-26 02:33:43.980,Y si un familiar tiene PPT ya dos años que debe hacer para tramitar visa en Colombia,False
061c3d7c2e0f9822,aee16c067335,1,10,Biometrics and minors' documents,Neutral,23.0,Medellín,2026-04-29 20:30:41.426,Que me orienten,False
061e7efb1bf5f3e2,b5eb6b5a548a,1,10,Biometrics and minors' documents,Neutral,44.0,Bogotá,2026-07-27 21:58:58.954,Favor,False
06467f0faf993406,6046a01863f9,4,41,Food and shelter from organisations,Neutral,21.0,Other,2026-05-05 17:55:14.227,Cómo ago para solicitar un ayudante económico,False
0646b37d054601a6,6716d6bbff62,2,20,Family nationality options,Neutral,23.0,Medellín,2026-07-09 17:26:33.222,"Si, quiero saber cómo iniciar el trámite de visa y qué documentos necesito",False
06663f466dcad2f4,719105037cd3,4,40,Health access and registration,Neutral,37.0,Maicao,2026-04-10 22:50:42.990,Ayuda inmigrante bogota,False
0669dff9e079c2bb,84939de291ed,1,10,Biometrics and minors' documents,Neutral,27.0,Cúcuta,2026-07-15 15:47:40.441,Entonces si no tengo nada de eso no puedo hacer los trámites para el PPT mío y de los niños,False
0693f24b44c5d161,dd16a0f184e1,4,40,Health access and registration,Neutral,46.0,Medellín,2026-05-21 17:21:46.603,Buenas noches mañana estarán trabajando intégrate,False
069c18a10712ab16,33ccadbfd77c,3,30,Visas and travel abroad,Neutral,10.0,Santa Marta,2026-06-22 15:58:11.171,Quisiera tener una asesoría sobre la cédula de extranjería y también sobre los cursos que dictan,False
06ed348dcedf3fa8,12a4d7d0b517,4,40,Health access and registration,Neutral,32.0,Bogotá,2026-06-03 19:32:07.127,Cómo saco un permiso para que me den una medicina?,False
06eddb947d2a4571,b2635e9a6a7f,4,40,Health access and registration,Neutral,51.0,Soacha,2026-07-10 18:52:43.021,Cómo llego a conecta me puedes mandar una foto para tener referencias,False
06f0d75c6af13327,ed9ff7f912e4,0,0,Starting a business,Neutral,50.0,Cúcuta,2026-07-16 18:40:55.412,Ha salido nueva ley para nosotros los venezomanos..???,False
070de17c17541fc1,3087b37015be,4,40,Health access and registration,Neutral,52.0,Medellín,2026-06-24 12:48:25.032,Quiero tener empleo,False
070e77a27dae7c15,0eceb4e2c434,4,41,Food and shelter from organisations,Neutral,29.0,Medellín,2026-05-30 12:52:32.216,Ayudas humanitarias en Ecuador hay,False
071072501a064930,6cbe5937faf9,2,22,Apostilles and birth records,Neutral,28.0,Soacha,2026-05-26 21:44:48.916,Y para la visa de estados unidos,False
07174f665a0793db,e908b895cfdc,4,41,Food and shelter from organisations,Neutral,40.0,Other,2026-05-22 21:28:13.588,Quiero saber de q se trata está página si es q le dan ayuda o trabajo a nosotros los migrantes,False
072610ace665338c,c70fc546cae1,2,20,Family nationality options,Neutral,33.0,Barranquilla,2026-05-05 17:00:01.623,Si deseo saber cómo iniciar este trámite,False
072ae264d228c626,f21321abd593,4,41,Food and shelter from organisations,Neutral,36.0,Other,2026-05-19 19:49:04.750,Valledupar,False
073d2c1d85e12a09,390f8b9d5dd0,4,40,Health access and registration,Neutral,21.0,Other,2026-07-15 15:37:17.282,Servicios disponibles,False
073efc7fbe8ea9bb,a426c732d67b,3,30,Visas and travel abroad,Neutral,33.0,Medellín,2026-05-28 22:20:38.249,Quiero la visa,False
07444af8839e761a,691f9dbcafab,4,41,Food and shelter from organisations,Neutral,42.0,Medellín,2026-06-24 15:23:42.807,Como podría obtener una beca o ayuda económica para mi hija?,False
076302cdc2ac9dc5,270feb3e1437,2,20,Family nationality options,Neutral,36.0,Cúcuta,2026-07-15 00:51:58.256,Mi madre es ciudadana colombiana,False
07631b65cf739e64,e25d61d034aa,1,10,Biometrics and minors' documents,Neutral,25.0,Barranquilla,2026-06-13 15:10:13.302,Solicite un traslado de mi ppt de Medellín a Barranquilla en migración pero no me ha llegado,False
077b4b63d66faa5d,0a9de4272ae0,4,40,Health access and registration,Neutral,25.0,Medellín,2026-05-28 12:30:52.094,Trabajos por la alcaldía??,False
079aac61b9e94378,0982baceacfa,2,20,Family nationality options,Neutral,53.0,Cúcuta,2026-07-27 15:52:05.245,Y si es por matrimonio?,False
07a506f46efa46fa,93ec90685c9f,4,40,Health access and registration,Neutral,63.0,Bogotá,2026-05-14 23:33:29.718,Nesecito apoyo económico,False
07a535be9fef332b,0c2e8dcba2eb,3,30,Visas and travel abroad,Neutral,43.0,Medellín,2026-05-07 14:20:21.944,Tengo cédula de residente,False
07b9569098027ca0,33d15dadcc97,1,10,Biometrics and minors' documents,Neutral,27.0,Cúcuta,2026-05-07 18:43:09.879,Quiero saber cómo sacar el ppt para mis hijos y para mí ... Ingrese a la pag de migración pero tiene una semana caída y no se qué hacer,False
07c7339a24b3dca8,f9c6990c9ee3,2,20,Family nationality options,Neutral,21.0,Cúcuta,2026-07-14 22:25:46.008,Y si soy mayor,False
07cc0b58963d073d,9b0075cc6b91,1,11,Brigades and paperwork steps,Neutral,36.0,Barranquilla,2026-06-13 13:32:55.190,¿Puedo obtener el PPT?,False
07d218421256b86e,14930e78ce9a,5,50,Services and integration,Neutral,42.0,Medellín,2026-06-04 17:41:02.164,Atención en salud,False
07d726c454bb92d5,6e228243d03f,3,31,Expiring permits and renewals,Positive,26.0,Bogotá,2026-05-13 20:50:58.254,Muchas gracias,False
07ec22ccf38658e7,cd6b50518b1b,4,40,Health access and registration,Negative,29.0,Medellín,2026-07-16 16:20:39.071,Pero en el hospital la María no me quiere ver de paso tuve que pagar pero todavía me siento muy mal,False
0815fc38623de974,0e39f120f47d,0,1,Looking for work and training,Neutral,32.0,Medellín,2026-06-16 22:25:52.498,Me puedes orientar para acceder a los servicios,False
082c28e892df5c7a,af3bc59a1828,3,30,Visas and travel abroad,Neutral,51.0,Medellín,2026-06-09 13:29:36.345,Necesito hacer la planilla FUT para un trámite en migración y no sé cómo se hace.,False
082ccfa6c1d7721e,f77d7d730827,0,0,Starting a business,Neutral,39.0,Medellín,2026-06-11 20:05:09.521,Yo quiero terminar de hacer mi emprendimiento ya que tengo un puesto de comida rápida .,False
084a8eef495cea0d,1b5222e497bf,4,40,Health access and registration,Negative,41.0,Other,2026-05-13 20:28:17.821,"El hospital más cercano a mi localidad se llama el yangua,ellos no quieren atender mi caso por no tener una EPS, ellos dicen que sin EPS no me pueden atender",False
0850032be509dc66,b7d2163f0f3d,4,41,Food and shelter from organisations,Neutral,46.0,Ipiales,2026-05-20 16:24:23.832,[nombre],True
08547a1fcfb7e9be,6c99e1a0bd00,4,40,Health access and registration,Neutral,28.0,Bogotá,2026-06-22 16:44:44.620,Lo necesito de verdad,False
085c36bea33dc223,76c65e1b6c3a,1,11,Brigades and paperwork steps,Negative,46.0,Bogotá,2026-06-22 21:46:34.060,Le doy dónde dice aquí y no entra,False
08602fa25b0142e5,3f19ea2f9725,0,0,Starting a business,Neutral,41.0,Cúcuta,2026-07-14 22:40:57.672,Para un financiamiento,False
086a3ca7db092197,0b98d3009cee,4,40,Health access and registration,Neutral,22.0,Medellín,2026-06-02 14:40:44.638,Hacer preguntas,False
0888964a2a4bdcf2,4dbeb691b609,4,40,Health access and registration,Neutral,29.0,Bogotá,2026-04-08 17:41:58.733,Agente,False
0889d1218cdc1b37,e7e6471d8d08,4,41,Food and shelter from organisations,Neutral,76.0,Santa Marta,2026-06-14 03:44:18.313,Hay alguna ayuda humanitaria para los venezolano,False
089794aa56f4d70f,046a939f1579,2,20,Family nationality options,Neutral,25.0,Medellín,2026-04-18 12:42:15.903,Medellín,False
089810a59677ea1e,fd114b1912b6,1,10,Biometrics and minors' documents,Negative,53.0,Santa Marta,2026-07-15 19:48:06.341,Le dijeron de un salvo conducto,False
08b3eb841006106d,cfa7562d8642,4,40,Health access and registration,Neutral,80.0,Medellín,2026-07-24 16:36:10.692,i want to register again,False
08bb563b96d9a277,d17355b0878f,4,41,Food and shelter from organisations,Neutral,54.0,Ipiales,2026-05-29 15:33:53.227,Y en cuanto alimenticia o medicina,False
08d69633415a0059,cfa7562d8642,4,40,Health access and registration,Negative,80.0,Necoclí,2026-07-24 19:42:26.184,"necesito un albergue en cucuta, no tengo donde dormir",False
08e2dd755c533f56,d4b0a5904697,1,10,Biometrics and minors' documents,Positive,28.0,Bogotá,2026-05-13 23:21:29.326,Gracias,False
08e4de71b47c6f21,cfa7562d8642,4,40,Health access and registration,Neutral,80.0,Necoclí,2026-07-24 19:42:26.184,cómo te llamas,False
08ee2166e314dda2,dd16a0f184e1,4,40,Health access and registration,Neutral,46.0,Medellín,2026-05-21 17:21:46.603,Igual,False
090251dd456842a5,0982baceacfa,2,20,Family nationality options,Neutral,53.0,Cúcuta,2026-07-27 15:52:05.245,Y si para mí por motivos médicos?,False
091fcd8598516ec9,c87ec7e92f39,3,30,Visas and travel abroad,Positive,45.0,Medellín,2026-06-02 23:42:38.792,Buenos días,False
092641cfe902a3c6,b094ff31751a,5,50,Services and integration,Neutral,28.0,Bogotá,2026-05-13 20:34:07.073,Soacha,False
098b0119c5136ab2,d1c4e8d8c4d7,0,0,Starting a business,Neutral,34.0,Santa Marta,2026-06-12 16:52:40.272,Quiero tener información sobre ayuda de emprendimiento,False
0996ac491c82c910,c31a9704f3b8,3,30,Visas and travel abroad,Neutral,41.0,Medellín,2026-07-08 16:47:01.084,Cuáles son los requisitos establecido?,False
09988166475477fc,8b1e864a8753,2,22,Apostilles and birth records,Neutral,47.0,Santa Marta,2026-06-27 01:16:55.425,Sii ya están para darle la nacionalidad venezolana,False
09d25b86acf19d43,a37a284274ee,2,21,Regularising status abroad,Neutral,18.0,Bogotá,2026-07-28 01:25:33.406,Y entonces,False
09dc3138697ed5b3,97727500e60a,1,10,Biometrics and minors' documents,Neutral,47.0,Other,2026-06-12 18:15:04.856,sobre el ppt de mi hija,False
